values2
1390.8
1019.1999999999999
815846.9820508651
77985.01107712087
10610011268.113676
120088662857.73108
0.6
612.1823369553988
0.0
0.0
1743.1466130449555
64.14274669499633
48.9508189230519
2468.4225156184025
1557.195395162191
911.2271204562114
0.39545585274662065
0.7238639631866551
1.2174034003091192
1895.7349690161539
4364.157484634557
195071.84999999998
4427928.15
815846.9820508651
77985.0110771209
77985.01107712087
25.1
-5300671.947700198
0.015
0.41490465536192417
0.36078665683645583
0.0
0.0
3.6573474645144772
5.623294988765556
0.3565532113294618
4.625999988574775
3.834824944236852
0.4537949962374969
0.7121643929867568
0.563579035255194
1.1659593892242537
0.9090909090909091
1.0143880219739336
0.4610854645336062
3.8877095717511763
4.364569116247431
0.2836218726484355
0.48303930031058145
0.8988639631866552
1.3619319815933275
3.0604789464140825
0.724562872838524
0.8306976717553802
0.3293467603811473
0.19724884923014202
Required
NOT Required
96339284.79479182
0.9090909090909091
1.0
30
2.7277934594600524
Not Included
30.0
96339284.79479182
8939.138051675434
0.8988639631866552
1.3619319815933275
3.0604789464140825
0.010466308061760644
1.0
30
2.7278098067449466
Not Included
30.0
